bucket,category,name,id,price,confidence,specific,needs_supplier_confirmation,assigned,image,filename,source,source_page,source_asset,label,basis,original_url
"foto_specifica_verificata","insalate-pesce","Baccala","insalate-pesce-baccala-1","12","alta","true","false","true","../assets/pagnottella/images/products/insalate_baccala__insalata_baccala.jpg","insalate_baccala__insalata_baccala.jpg","audit-completo","Home","home_baccala_insalata","Foto prodotto verificata","filename + ingredienti","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1733913547258-U44KCIU4E8WMLA1A6W8Z/baccala_insalata.jpg"
"foto_specifica_verificata","insalate-pesce","Cefalu","insalate-pesce-cefalu-2","11","alta","true","false","true","../assets/pagnottella/images/products/insalate_cefalu__insalata_cefalu.jpg","insalate_cefalu__insalata_cefalu.jpg","audit-completo","Insalate","insalata_cefalu_dscf9302","Foto prodotto verificata","ingredienti","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341646194-RUG4C2J6ZQBUI485YMKR/DSCF9302.jpg"
"nessuna_foto_specifica","insalate-pesce","Delicata","insalate-pesce-delicata-3","10","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Estiva","insalate-pesce-estiva-4","10","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Fresca","insalate-pesce-fresca-5","10","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Hawaii","insalate-pesce-hawaii-6","11","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Isolana","insalate-pesce-isolana-7","9","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Lampedusa","insalate-pesce-lampedusa-8","11","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Mediterranea","insalate-pesce-mediterranea-9","9","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Osaka","insalate-pesce-osaka-10","11","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Pantelleria","insalate-pesce-pantelleria-11","11","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"foto_specifica_verificata","insalate-pesce","Salentina","insalate-pesce-salentina-12","11","alta","true","false","true","../assets/pagnottella/images/products/insalate_burrata__insalata_salentina.jpg","insalate_burrata__insalata_salentina.jpg","audit-completo","Insalate","insalata_salentina_dscf3962","Foto prodotto verificata","ingredienti","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341641448-ERIUQ6ZDTVGB0K9D0OEJ/DSCF3962.jpg"
"nessuna_foto_specifica","insalate-pesce","San Jose","insalate-pesce-san-jose-13","11","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Sicula","insalate-pesce-sicula-14","10","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Siracusa","insalate-pesce-siracusa-15","9","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-pesce","Sportiva","insalate-pesce-sportiva-16","12","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"foto_specifica_verificata","insalate-pesce","Trapanese","insalate-pesce-trapanese-17","10","alta","true","false","true","../assets/pagnottella/images/products/insalate_asiatica__insalata_trapanese.jpg","insalate_asiatica__insalata_trapanese.jpg","audit-completo","Insalate","insalata_trapanese","Foto prodotto verificata","filename + ingredienti","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341597598-9O2HBC5LSQNYBC3SG687/trapanese.jpg"
"nessuna_foto_specifica","insalate-pesce","Tropicana","insalate-pesce-tropicana-19","12","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Il catalogo pubblico non espone una fotografia univoca per questo prodotto.",""
"nessuna_foto_specifica","insalate-pesce","Vanitosa","insalate-pesce-vanitosa-18","10","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-veg","Burrata","insalate-veg-burrata-0","11","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-veg","Caprese","insalate-veg-caprese-1","9","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-veg","Greca","insalate-veg-greca-2","9","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","insalate-veg","Ortolana","insalate-veg-ortolana-3","10","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"foto_specifica_verificata","insalate-veg","Reginella","insalate-veg-reginella-4","12","alta","true","false","true","../assets/pagnottella/images/products/insalate_caprese__insalata_reginella.jpg","insalate_caprese__insalata_reginella.jpg","audit-completo","Insalate","insalata_reginella_dscf7331","Foto prodotto verificata","ingredienti","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687341540039-MUG7YLZM6E4THD2RNKXH/DSCF7331.jpg"
"nessuna_foto_specifica","insalate-veg","Vegetariana","insalate-veg-vegetariana-5","9","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","#10","panini-carne-10-0","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","BBQ","panini-carne-bbq-1","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Brontolo","panini-carne-brontolo-2","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Panino con mortadella e crema/noci; attribuzione probabile a Brontolo, non confermata dal filename.",""
"nessuna_foto_specifica","panini-carne","Cipollini","panini-carne-cipollini-3","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Contadino","panini-carne-contadino-4","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Delicato","panini-carne-delicato-5","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Delizioso","panini-carne-delizioso-6","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Dolcetto","panini-carne-dolcetto-7","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Emiliano","panini-carne-emiliano-8","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Fumino","panini-carne-fumino-9","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Goloso","panini-carne-goloso-10","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Gustoso","panini-carne-gustoso-11","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Marchigiano","panini-carne-marchigiano-12","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Montanaro","panini-carne-montanaro-13","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Newyorkese","panini-carne-newyorkese-14","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Norcino","panini-carne-norcino-15","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Oregan","panini-carne-oregan-16","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Paesano","panini-carne-paesano-17","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Pagnottella","panini-carne-pagnottella-18","9","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Quirino","panini-carne-quirino-19","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Rucolino","panini-carne-rucolino-20","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"foto_specifica_verificata","panini-carne","Saporito","panini-carne-saporito-21","8","alta","true","false","true","../assets/pagnottella/images/products/panini_saporito__panino_saporito.jpg","panini_saporito__panino_saporito.jpg","audit-completo","Home","home_saporito","Foto prodotto verificata","filename + ingredienti","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/416fa1ae-6eef-441f-9031-1bb2374d295f/saporito.jpg"
"nessuna_foto_specifica","panini-carne","Soprana","panini-carne-soprana-22","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Spock","panini-carne-spock-23","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"foto_specifica_verificata","panini-carne","Tartare","panini-carne-tartare-24","10","alta","true","false","true","../assets/pagnottella/images/products/panini_tartare__panino_tartare.jpg","panini_tartare__panino_tartare.jpg","audit-completo","Home","home_tartare","Foto prodotto verificata","filename + ingredienti","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1708349693859-NY2MW1I5AZGLNHSEAUFQ/tartare.jpg"
"nessuna_foto_specifica","panini-carne","Tirolo","panini-carne-tirolo-25","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Tonnato","panini-carne-tonnato-26","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"foto_specifica_verificata","panini-carne","Toscanaccio","panini-carne-toscanaccio-27","9","alta","true","false","true","../assets/pagnottella/images/products/panini_toscanaccio__panino_toscanaccio.jpg","panini_toscanaccio__panino_toscanaccio.jpg","audit-completo","Home","home_toscanaccio","Foto prodotto verificata","filename + ingredienti","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1708349844523-PM8UKIU0C2V7OSB5J32P/toscanaccio.jpg"
"nessuna_foto_specifica","panini-carne","Toscano","panini-carne-toscano-28","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Transalpino","panini-carne-transalpino-29","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Trentino","panini-carne-trentino-30","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Trevigiano","panini-carne-trevigiano-31","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Valtella","panini-carne-valtella-32","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-carne","Violotto","panini-carne-violotto-33","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"foto_specifica_verificata","panini-pesce","Baccala","panini-pesce-baccala-10","10","alta","true","false","true","../assets/pagnottella/images/products/panini_baccala__panino_baccala.jpg","panini_baccala__panino_baccala.jpg","audit-completo","Home","home_baccala_panino","Foto prodotto verificata","filename + ingredienti","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1733913550178-57I6DBH7IDA5ZAKY2YKO/baccala_panino.jpg"
"nessuna_foto_specifica","panini-pesce","Cefalu","panini-pesce-cefalu-0","10","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","Fumarello","panini-pesce-fumarello-1","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","Lampedusa","panini-pesce-lampedusa-2","9","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","Maestrale","panini-pesce-maestrale-3","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","Marinaro","panini-pesce-marinaro-4","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","Mediterraneo","panini-pesce-mediterraneo-5","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","Messicano","panini-pesce-messicano-6","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Panino con guacamole, tonno, jalapeno/cetriolini e insalata; attribuzione visiva a Messicano.",""
"nessuna_foto_specifica","panini-pesce","Norvegese","panini-pesce-norvegese-7","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","Pantelleria","panini-pesce-pantelleria-8","10","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","Parigino","panini-pesce-parigino-9","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","San Jose","panini-pesce-san-jose-11","9","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","Scirocco","panini-pesce-scirocco-12","10","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-pesce","Verduzzo","panini-pesce-verduzzo-13","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"foto_specifica_verificata","panini-veg","Burrata","panini-veg-burrata-0","9","alta","true","false","true","../assets/pagnottella/images/products/panini_burrata__panino_burrata.jpg","panini_burrata__panino_burrata.jpg","audit-completo","Panini","panini_burrata_dscf8503","Foto prodotto verificata","ingredienti","https://images.squarespace-cdn.com/content/v1/5bc46325d7819e67da2eef74/1687337806242-QRTKSCRHFYN3AQS4L821/DSCF8503.jpg"
"nessuna_foto_specifica","panini-veg","Campagnolo","panini-veg-campagnolo-1","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-veg","Caprese","panini-veg-caprese-2","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-veg","Ortolino","panini-veg-ortolino-3","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-veg","Spaccanapoli","panini-veg-spaccanapoli-4","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-veg","Tricolore","panini-veg-tricolore-5","7","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
"nessuna_foto_specifica","panini-veg","VEG","panini-veg-veg-6","8","nessuna","false","false","false","../assets/pagnottella/images/optimized/logo_pagnottella.webp","","audit-completo","","","Foto specifica non disponibile","Prodotto presente nel menu testuale; non ho trovato una foto univoca sul sito pubblico.",""
